Date,4234109,5029036,5430049,5725006
2011-01-01,66.4,13.7,7.4,22.6
2011-01-02,6.8,60.1,8.1,52.0
2011-01-03,0.5,12.9,0.0,0.0
2011-01-04,0.9,7.0,1.2,16.0
2011-01-05,37.3,133.9,24.1,54.5
2011-01-06,200.6,186.4,207.9,182.3
2011-01-07,38.0,39.7,123.3,214.3
2011-01-08,15.5,32.0,6.0,7.3
2011-01-09,9.7,2.8,0.3,1.3
2011-01-10,23.5,10.8,5.7,10.7
2011-01-11,0.0,0.0,0.0,0.0
2011-01-12,0.0,0.0,0.0,0.0
2011-01-13,3.0,0.0,0.0,0.0
2011-01-14,51.5,0.0,0.0,0.0
2011-01-15,0.0,3.0,0.0,0.0
2011-01-16,1.6,0.0,0.0,1.2
2011-01-17,28.4,10.8,0.0,3.3
2011-01-18,0.0,0.2,0.0,0.0
2011-01-19,0.0,0.0,0.0,0.0
2011-01-20,0.0,0.0,0.0,0.0
2011-01-21,0.0,0.0,0.0,0.0
2011-01-22,0.0,0.0,0.0,0.0
2011-01-23,0.0,1.5,0.4,0.4
2011-01-24,1.0,10.7,3.6,26.0
2011-01-25,3.3,13.5,1.9,13.1
2011-01-26,7.7,26.3,1.4,6.2
2011-01-27,2.6,27.5,2.5,13.2
2011-01-28,2.9,58.9,6.3,16.5
2011-01-29,20.9,34.4,0.4,4.2
2011-01-30,19.5,34.4,5.1,30.8
2011-01-31,6.8,8.2,1.8,11.4
2011-02-01,4.3,32.5,3.2,11.2
2011-02-02,2.3,2.3,2.0,5.6
2011-02-03,3.6,1.5,0.0,0.0
2011-02-04,0.0,0.0,0.0,0.0
2011-02-05,0.0,0.0,0.5,0.0
2011-02-06,0.0,0.0,0.0,0.0
2011-02-07,0.0,0.0,0.0,0.0
2011-02-08,0.0,0.0,0.0,0.0
2011-02-09,0.0,0.0,0.0,0.0
2011-02-10,0.0,0.0,0.0,0.0
2011-02-11,0.0,0.0,0.0,0.0
2011-02-12,0.0,0.0,0.0,0.0
2011-02-13,0.0,0.0,0.0,0.0
2011-02-14,0.5,0.4,0.0,0.0
2011-02-15,6.0,31.2,6.0,0.0
2011-02-16,0.0,0.9,0.0,0.0
2011-02-17,0.0,0.0,0.0,0.0
2011-02-18,0.0,0.0,0.0,0.0
2011-02-19,0.0,0.0,0.0,0.0
2011-02-20,0.0,0.0,0.0,0.0
2011-02-21,2.2,0.5,0.4,0.8
2011-02-22,0.3,45.9,1.1,6.1
2011-02-23,0.0,19.4,0.0,1.2
2011-02-24,0.4,0.2,0.0,0.0
2011-02-25,3.0,1.0,0.0,0.0
2011-02-26,0.6,0.0,0.0,0.0
2011-02-27,0.0,0.0,0.0,0.0
2011-02-28,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0
2011-03-02,0.0,0.0,0.0,0.0
2011-03-03,0.0,0.0,0.0,0.0
2011-03-04,0.0,0.0,0.0,0.0
2011-03-05,0.0,0.0,0.0,0.4
2011-03-06,0.0,2.5,0.0,6.6
2011-03-07,0.4,0.5,3.5,0.4
2011-03-08,75.6,72.6,60.8,50.6
2011-03-09,2.5,130.9,2.8,86.3
2011-03-10,5.6,10.3,2.0,0.6
2011-03-11,50.3,43.1,34.5,11.2
2011-03-12,7.3,87.6,39.5,59.1
2011-03-13,1.2,5.0,0.0,2.2
2011-03-14,0.9,2.5,0.0,4.0
2011-03-15,25.6,34.3,45.9,0.9
2011-03-16,94.7,67.0,91.6,6.4
2011-03-17,15.3,99.2,21.0,6.6
2011-03-18,0.4,2.5,5.5,0.3
2011-03-19,6.4,11.5,0.5,0.6
2011-03-20,3.9,38.5,19.3,9.2
2011-03-21,6.3,27.0,7.1,3.3
2011-03-22,12.5,16.7,0.6,0.5
2011-03-23,7.5,0.8,82.8,11.9
2011-03-24,16.2,100.4,42.1,74.0
2011-03-25,15.3,12.6,223.7,10.5
2011-03-26,11.0,0.5,55.0,27.6
2011-03-27,0.0,1.5,31.1,17.5
2011-03-28,2.8,1.9,151.2,4.7
2011-03-29,81.5,119.4,167.6,125.3
2011-03-30,3.5,11.4,123.4,60.7
2011-03-31,1.1,11.7,14.7,2.4
2011-04-01,0.5,20.0,0.4,0.5
2011-04-02,0.5,3.1,1.6,1.5
2011-04-03,0.0,11.0,0.0,0.0
2011-04-04,0.0,7.5,0.5,0.0
2011-04-05,0.0,0.0,0.4,0.0
2011-04-06,0.0,0.0,0.1,1.0
2011-04-07,0.0,0.0,0.0,0.0
2011-04-08,0.0,0.0,0.0,0.0
2011-04-09,18.7,14.7,11.3,1.5
2011-04-10,31.1,272.1,6.4,32.5
2011-04-11,27.2,0.3,0.8,0.0
2011-04-12,0.0,0.0,0.0,0.0
2011-04-13,0.0,0.0,1.6,0.0
2011-04-14,0.5,0.4,6.9,0.0
2011-04-15,15.5,21.1,0.0,0.0
2011-04-16,0.0,0.0,0.0,0.0
2011-04-17,0.0,1.8,0.0,0.0
2011-04-18,0.0,1.2,0.0,0.5
2011-04-19,0.0,6.0,0.5,0.0
2011-04-20,0.0,0.0,0.0,0.0
2011-04-21,0.0,0.0,0.0,0.0
2011-04-22,0.0,0.0,0.0,0.0
2011-04-23,0.0,0.0,0.0,0.0
2011-04-24,0.0,0.0,0.0,0.0
2011-04-25,0.0,0.0,0.0,0.0
2011-04-26,0.0,2.3,0.9,0.0
2011-04-27,0.0,0.2,0.1,0.0
2011-04-28,0.0,0.0,0.0,0.0
2011-04-29,0.0,0.0,2.5,0.0
2011-04-30,0.4,0.0,0.0,0.0
2011-05-01,2.1,0.0,0.0,6.7
2011-05-02,0.0,0.0,0.0,1.8
2011-05-03,0.0,0.0,0.0,0.4
2011-05-04,0.0,7.0,2.5,2.4
2011-05-05,16.5,16.0,0.0,2.1
2011-05-06,14.5,0.0,0.0,0.0
2011-05-07,0.0,7.5,0.0,0.0
2011-05-08,0.0,21.2,4.0,6.1
2011-05-09,0.0,0.8,2.0,55.0
2011-05-10,0.4,0.5,19.0,1.4
2011-05-11,0.5,12.9,0.0,3.5
2011-05-12,40.1,14.1,3.5,7.0
2011-05-13,0.0,0.0,0.0,0.5
2011-05-14,0.0,0.0,0.4,1.5
2011-05-15,0.0,5.8,8.5,0.5
2011-05-16,0.0,0.2,0.0,0.0
2011-05-17,1.0,0.0,0.0,0.0
2011-05-18,0.0,2.0,0.0,0.0
2011-05-19,0.0,11.0,0.0,0.0
